kode_provinsi,nama_provinsi,kode_kabkota,nama_kabkota,tahun,persen_kelahiran
72,"Prov. Sulawesi Tengah",7208,"Kab. Parigi Moutong",2008,33.37
72,"Prov. Sulawesi Tengah",7208,"Kab. Parigi Moutong",2009,18.32
72,"Prov. Sulawesi Tengah",7209,"Kab. Tojo Unauna",2005,33.27
72,"Prov. Sulawesi Tengah",7209,"Kab. Tojo Unauna",2006,33.51
72,"Prov. Sulawesi Tengah",7209,"Kab. Tojo Unauna",2007,39.79
72,"Prov. Sulawesi Tengah",7209,"Kab. Tojo Unauna",2008,31.68
72,"Prov. Sulawesi Tengah",7209,"Kab. Tojo Unauna",2009,32.58
72,"Prov. Sulawesi Tengah",7271,"Kota Palu",2005,77.87
72,"Prov. Sulawesi Tengah",7271,"Kota Palu",2006,83.45
72,"Prov. Sulawesi Tengah",7271,"Kota Palu",2007,87.35
72,"Prov. Sulawesi Tengah",7271,"Kota Palu",2008,82.39
72,"Prov. Sulawesi Tengah",7271,"Kota Palu",2009,82.92
73,"Prov. Sulawesi Selatan",7301,"Kab. Kepulauan Selayar",2005,40.18
73,"Prov. Sulawesi Selatan",7301,"Kab. Kepulauan Selayar",2006,55.96
73,"Prov. Sulawesi Selatan",7301,"Kab. Kepulauan Selayar",2007,57.53
73,"Prov. Sulawesi Selatan",7301,"Kab. Kepulauan Selayar",2008,57.7
73,"Prov. Sulawesi Selatan",7301,"Kab. Kepulauan Selayar",2009,34.49
73,"Prov. Sulawesi Selatan",7302,"Kab. Bulukumba",2005,29.05
73,"Prov. Sulawesi Selatan",7302,"Kab. Bulukumba",2006,28.44
73,"Prov. Sulawesi Selatan",7302,"Kab. Bulukumba",2007,19.37
73,"Prov. Sulawesi Selatan",7302,"Kab. Bulukumba",2008,28.21
73,"Prov. Sulawesi Selatan",7302,"Kab. Bulukumba",2009,21.61
73,"Prov. Sulawesi Selatan",7303,"Kab. Bantaeng",2005,38.05
73,"Prov. Sulawesi Selatan",7303,"Kab. Bantaeng",2006,24.87
73,"Prov. Sulawesi Selatan",7303,"Kab. Bantaeng",2007,36.57
73,"Prov. Sulawesi Selatan",7303,"Kab. Bantaeng",2008,47.22
73,"Prov. Sulawesi Selatan",7303,"Kab. Bantaeng",2009,16.84
73,"Prov. Sulawesi Selatan",7304,"Kab. Jeneponto",2005,33.31
73,"Prov. Sulawesi Selatan",7304,"Kab. Jeneponto",2006,25.58
73,"Prov. Sulawesi Selatan",7304,"Kab. Jeneponto",2007,17.79
73,"Prov. Sulawesi Selatan",7304,"Kab. Jeneponto",2008,37.32
73,"Prov. Sulawesi Selatan",7304,"Kab. Jeneponto",2009,24.16
73,"Prov. Sulawesi Selatan",7305,"Kab. Takalar",2005,37.23
73,"Prov. Sulawesi Selatan",7305,"Kab. Takalar",2006,51.76
73,"Prov. Sulawesi Selatan",7305,"Kab. Takalar",2007,44.98
73,"Prov. Sulawesi Selatan",7305,"Kab. Takalar",2008,55.75
73,"Prov. Sulawesi Selatan",7305,"Kab. Takalar",2009,55.97
73,"Prov. Sulawesi Selatan",7306,"Kab. Gowa",2005,60
73,"Prov. Sulawesi Selatan",7306,"Kab. Gowa",2006,59.78
73,"Prov. Sulawesi Selatan",7306,"Kab. Gowa",2007,66.27
73,"Prov. Sulawesi Selatan",7306,"Kab. Gowa",2008,54.3
73,"Prov. Sulawesi Selatan",7306,"Kab. Gowa",2009,35.91
73,"Prov. Sulawesi Selatan",7307,"Kab. Sinjai",2005,36.85
73,"Prov. Sulawesi Selatan",7307,"Kab. Sinjai",2006,53.35
73,"Prov. Sulawesi Selatan",7307,"Kab. Sinjai",2007,38.12
73,"Prov. Sulawesi Selatan",7307,"Kab. Sinjai",2008,43.17
73,"Prov. Sulawesi Selatan",7307,"Kab. Sinjai",2009,27.1
73,"Prov. Sulawesi Selatan",7308,"Kab. Maros",2005,80.72
73,"Prov. Sulawesi Selatan",7308,"Kab. Maros",2006,70.01
73,"Prov. Sulawesi Selatan",7308,"Kab. Maros",2007,71.28
73,"Prov. Sulawesi Selatan",7308,"Kab. Maros",2008,75.81
73,"Prov. Sulawesi Selatan",7308,"Kab. Maros",2009,60.78
73,"Prov. Sulawesi Selatan",7309,"Kab. Pangkajene Dan Kepulauan",2005,55.31
73,"Prov. Sulawesi Selatan",7309,"Kab. Pangkajene Dan Kepulauan",2006,54.58
73,"Prov. Sulawesi Selatan",7309,"Kab. Pangkajene Dan Kepulauan",2007,50.89
73,"Prov. Sulawesi Selatan",7309,"Kab. Pangkajene Dan Kepulauan",2008,63.11
73,"Prov. Sulawesi Selatan",7309,"Kab. Pangkajene Dan Kepulauan",2009,55.17
73,"Prov. Sulawesi Selatan",7310,"Kab. Barru",2005,62.97
73,"Prov. Sulawesi Selatan",7310,"Kab. Barru",2006,53.67
73,"Prov. Sulawesi Selatan",7310,"Kab. Barru",2007,49.58
73,"Prov. Sulawesi Selatan",7310,"Kab. Barru",2008,53.11
73,"Prov. Sulawesi Selatan",7310,"Kab. Barru",2009,32.48
73,"Prov. Sulawesi Selatan",7311,"Kab. Bone",2005,49.44
73,"Prov. Sulawesi Selatan",7311,"Kab. Bone",2006,34.02
73,"Prov. Sulawesi Selatan",7311,"Kab. Bone",2007,43.2
73,"Prov. Sulawesi Selatan",7311,"Kab. Bone",2008,51.01
73,"Prov. Sulawesi Selatan",7311,"Kab. Bone",2009,11.23
73,"Prov. Sulawesi Selatan",7312,"Kab. Soppeng",2005,66.69
73,"Prov. Sulawesi Selatan",7312,"Kab. Soppeng",2006,50.4
73,"Prov. Sulawesi Selatan",7312,"Kab. Soppeng",2007,63.78
73,"Prov. Sulawesi Selatan",7312,"Kab. Soppeng",2008,61.24
73,"Prov. Sulawesi Selatan",7312,"Kab. Soppeng",2009,56.8
73,"Prov. Sulawesi Selatan",7313,"Kab. Wajo",2005,38.02
73,"Prov. Sulawesi Selatan",7313,"Kab. Wajo",2006,30.05
73,"Prov. Sulawesi Selatan",7313,"Kab. Wajo",2007,27.88
73,"Prov. Sulawesi Selatan",7313,"Kab. Wajo",2008,36.01
73,"Prov. Sulawesi Selatan",7313,"Kab. Wajo",2009,25.29
73,"Prov. Sulawesi Selatan",7314,"Kab. Sidenreng Rappang",2005,78.17
73,"Prov. Sulawesi Selatan",7314,"Kab. Sidenreng Rappang",2006,72.06
73,"Prov. Sulawesi Selatan",7314,"Kab. Sidenreng Rappang",2007,70.55
73,"Prov. Sulawesi Selatan",7314,"Kab. Sidenreng Rappang",2008,61.39
73,"Prov. Sulawesi Selatan",7314,"Kab. Sidenreng Rappang",2009,44.26
73,"Prov. Sulawesi Selatan",7315,"Kab. Pinrang",2005,55.04
73,"Prov. Sulawesi Selatan",7315,"Kab. Pinrang",2006,57.75
73,"Prov. Sulawesi Selatan",7315,"Kab. Pinrang",2007,49.15
73,"Prov. Sulawesi Selatan",7315,"Kab. Pinrang",2008,55.39
73,"Prov. Sulawesi Selatan",7315,"Kab. Pinrang",2009,41.39
73,"Prov. Sulawesi Selatan",7316,"Kab. Enrekang",2005,43.1
73,"Prov. Sulawesi Selatan",7316,"Kab. Enrekang",2006,42.28
73,"Prov. Sulawesi Selatan",7316,"Kab. Enrekang",2007,54.49
73,"Prov. Sulawesi Selatan",7316,"Kab. Enrekang",2008,54.31
73,"Prov. Sulawesi Selatan",7316,"Kab. Enrekang",2009,26.97
73,"Prov. Sulawesi Selatan",7317,"Kab. Luwu",2005,35.5
73,"Prov. Sulawesi Selatan",7317,"Kab. Luwu",2006,39.15
73,"Prov. Sulawesi Selatan",7317,"Kab. Luwu",2007,22.76
73,"Prov. Sulawesi Selatan",7317,"Kab. Luwu",2008,47.29
73,"Prov. Sulawesi Selatan",7317,"Kab. Luwu",2009,21.47
73,"Prov. Sulawesi Selatan",7318,"Kab. Tana Toraja",2005,50.55
73,"Prov. Sulawesi Selatan",7318,"Kab. Tana Toraja",2006,58.67
73,"Prov. Sulawesi Selatan",7318,"Kab. Tana Toraja",2007,44.39
73,"Prov. Sulawesi Selatan",7318,"Kab. Tana Toraja",2008,46
73,"Prov. Sulawesi Selatan",7318,"Kab. Tana Toraja",2009,28.79
73,"Prov. Sulawesi Selatan",7319,"",2005,20.53
73,"Prov. Sulawesi Selatan",7319,"",2006,0
73,"Prov. Sulawesi Selatan",7319,"",2007,0
73,"Prov. Sulawesi Selatan",7319,"",2008,0
73,"Prov. Sulawesi Selatan",7319,"",2009,0
73,"Prov. Sulawesi Selatan",7320,"",2005,30.56
73,"Prov. Sulawesi Selatan",7320,"",2006,0
73,"Prov. Sulawesi Selatan",7320,"",2007,0
73,"Prov. Sulawesi Selatan",7320,"",2008,0
73,"Prov. Sulawesi Selatan",7320,"",2009,0
73,"Prov. Sulawesi Selatan",7321,"",2005,28.17
73,"Prov. Sulawesi Selatan",7321,"",2006,0
73,"Prov. Sulawesi Selatan",7321,"",2007,0
73,"Prov. Sulawesi Selatan",7321,"",2008,0
73,"Prov. Sulawesi Selatan",7321,"",2009,0
73,"Prov. Sulawesi Selatan",7322,"Kab. Luwu Utara",2005,42.58
73,"Prov. Sulawesi Selatan",7322,"Kab. Luwu Utara",2006,43.05
73,"Prov. Sulawesi Selatan",7322,"Kab. Luwu Utara",2007,37.07
73,"Prov. Sulawesi Selatan",7322,"Kab. Luwu Utara",2008,33.92
73,"Prov. Sulawesi Selatan",7322,"Kab. Luwu Utara",2009,23.45
73,"Prov. Sulawesi Selatan",7323,"",2005,14.15
73,"Prov. Sulawesi Selatan",7323,"",2006,0
73,"Prov. Sulawesi Selatan",7323,"",2007,0
73,"Prov. Sulawesi Selatan",7323,"",2008,0
73,"Prov. Sulawesi Selatan",7323,"",2009,0
73,"Prov. Sulawesi Selatan",7324,"",2005,20.41
73,"Prov. Sulawesi Selatan",7324,"",2006,0
73,"Prov. Sulawesi Selatan",7324,"",2007,0
73,"Prov. Sulawesi Selatan",7324,"",2008,0
73,"Prov. Sulawesi Selatan",7324,"",2009,0
73,"Prov. Sulawesi Selatan",7325,"Kab. Luwu Timur",2005,42.47
73,"Prov. Sulawesi Selatan",7325,"Kab. Luwu Timur",2006,48.3
73,"Prov. Sulawesi Selatan",7325,"Kab. Luwu Timur",2007,48.08
73,"Prov. Sulawesi Selatan",7325,"Kab. Luwu Timur",2008,54.98
73,"Prov. Sulawesi Selatan",7325,"Kab. Luwu Timur",2009,53.52
73,"Prov. Sulawesi Selatan",7371,"Kota Makassar",2005,84.3
73,"Prov. Sulawesi Selatan",7371,"Kota Makassar",2006,84.26
73,"Prov. Sulawesi Selatan",7371,"Kota Makassar",2007,90.29
73,"Prov. Sulawesi Selatan",7371,"Kota Makassar",2008,90.53
73,"Prov. Sulawesi Selatan",7371,"Kota Makassar",2009,92.02
73,"Prov. Sulawesi Selatan",7372,"Kota Parepare",2005,86.59
73,"Prov. Sulawesi Selatan",7372,"Kota Parepare",2006,82.13
73,"Prov. Sulawesi Selatan",7372,"Kota Parepare",2007,84.74
73,"Prov. Sulawesi Selatan",7372,"Kota Parepare",2008,86.25
73,"Prov. Sulawesi Selatan",7372,"Kota Parepare",2009,70.55
73,"Prov. Sulawesi Selatan",7373,"Kota Palopo",2005,69.17
73,"Prov. Sulawesi Selatan",7373,"Kota Palopo",2006,58.21
73,"Prov. Sulawesi Selatan",7373,"Kota Palopo",2007,71.27
73,"Prov. Sulawesi Selatan",7373,"Kota Palopo",2008,68.36
73,"Prov. Sulawesi Selatan",7373,"Kota Palopo",2009,55.56
74,"Prov. Sulawesi Tenggara",7401,"Kab. Buton",2005,19.43
74,"Prov. Sulawesi Tenggara",7401,"Kab. Buton",2006,11.19
74,"Prov. Sulawesi Tenggara",7401,"Kab. Buton",2007,10.15
74,"Prov. Sulawesi Tenggara",7401,"Kab. Buton",2008,19.51
74,"Prov. Sulawesi Tenggara",7401,"Kab. Buton",2009,16.26
74,"Prov. Sulawesi Tenggara",7402,"Kab. Muna",2005,30.4
74,"Prov. Sulawesi Tenggara",7402,"Kab. Muna",2006,19.73
74,"Prov. Sulawesi Tenggara",7402,"Kab. Muna",2007,25.27
74,"Prov. Sulawesi Tenggara",7402,"Kab. Muna",2008,36.7
74,"Prov. Sulawesi Tenggara",7402,"Kab. Muna",2009,20.02
74,"Prov. Sulawesi Tenggara",7403,"Kab. Konawe",2005,40.61
74,"Prov. Sulawesi Tenggara",7403,"Kab. Konawe",2006,33.26
74,"Prov. Sulawesi Tenggara",7403,"Kab. Konawe",2007,40.07
74,"Prov. Sulawesi Tenggara",7403,"Kab. Konawe",2008,49.85
74,"Prov. Sulawesi Tenggara",7403,"Kab. Konawe",2009,31.19
74,"Prov. Sulawesi Tenggara",7404,"Kab. Kolaka",2005,31.65
74,"Prov. Sulawesi Tenggara",7404,"Kab. Kolaka",2006,34
74,"Prov. Sulawesi Tenggara",7404,"Kab. Kolaka",2007,36
74,"Prov. Sulawesi Tenggara",7404,"Kab. Kolaka",2008,35.71
74,"Prov. Sulawesi Tenggara",7404,"Kab. Kolaka",2009,25.31
74,"Prov. Sulawesi Tenggara",7405,"Kab. Konawe Selatan",2005,31.81
74,"Prov. Sulawesi Tenggara",7405,"Kab. Konawe Selatan",2006,31.78
74,"Prov. Sulawesi Tenggara",7405,"Kab. Konawe Selatan",2007,35.98
74,"Prov. Sulawesi Tenggara",7405,"Kab. Konawe Selatan",2008,31.5
74,"Prov. Sulawesi Tenggara",7405,"Kab. Konawe Selatan",2009,22.97
74,"Prov. Sulawesi Tenggara",7406,"Kab. Bombana",2005,18.25
74,"Prov. Sulawesi Tenggara",7406,"Kab. Bombana",2006,21.44
74,"Prov. Sulawesi Tenggara",7406,"Kab. Bombana",2007,14.85
74,"Prov. Sulawesi Tenggara",7406,"Kab. Bombana",2008,16.65
74,"Prov. Sulawesi Tenggara",7406,"Kab. Bombana",2009,7.95
74,"Prov. Sulawesi Tenggara",7407,"Kab. Wakatobi",2005,33.24
74,"Prov. Sulawesi Tenggara",7407,"Kab. Wakatobi",2006,39.3
74,"Prov. Sulawesi Tenggara",7407,"Kab. Wakatobi",2007,12.84
74,"Prov. Sulawesi Tenggara",7407,"Kab. Wakatobi",2008,33.83
74,"Prov. Sulawesi Tenggara",7407,"Kab. Wakatobi",2009,62.5
74,"Prov. Sulawesi Tenggara",7408,"Kab. Kolaka Utara",2005,24.77
74,"Prov. Sulawesi Tenggara",7408,"Kab. Kolaka Utara",2006,27
74,"Prov. Sulawesi Tenggara",7408,"Kab. Kolaka Utara",2007,16.4
74,"Prov. Sulawesi Tenggara",7408,"Kab. Kolaka Utara",2008,23.79
74,"Prov. Sulawesi Tenggara",7408,"Kab. Kolaka Utara",2009,13.8
74,"Prov. Sulawesi Tenggara",7409,"Kab. Buton Utara",2005,0
74,"Prov. Sulawesi Tenggara",7409,"Kab. Buton Utara",2006,0
74,"Prov. Sulawesi Tenggara",7409,"Kab. Buton Utara",2007,20.21
74,"Prov. Sulawesi Tenggara",7409,"Kab. Buton Utara",2008,23.59
74,"Prov. Sulawesi Tenggara",7409,"Kab. Buton Utara",2009,17.43
74,"Prov. Sulawesi Tenggara",7410,"Kab. Konawe Utara",2005,0
74,"Prov. Sulawesi Tenggara",7410,"Kab. Konawe Utara",2006,0
74,"Prov. Sulawesi Tenggara",7410,"Kab. Konawe Utara",2007,20.2
74,"Prov. Sulawesi Tenggara",7410,"Kab. Konawe Utara",2008,40.06
74,"Prov. Sulawesi Tenggara",7410,"Kab. Konawe Utara",2009,26.17
74,"Prov. Sulawesi Tenggara",7471,"Kota Kendari",2005,75.56
74,"Prov. Sulawesi Tenggara",7471,"Kota Kendari",2006,73.65
74,"Prov. Sulawesi Tenggara",7471,"Kota Kendari",2007,78.58
74,"Prov. Sulawesi Tenggara",7471,"Kota Kendari",2008,74.04
74,"Prov. Sulawesi Tenggara",7471,"Kota Kendari",2009,36.87
74,"Prov. Sulawesi Tenggara",7472,"Kota Baubau",2005,55.8
74,"Prov. Sulawesi Tenggara",7472,"Kota Baubau",2006,56.01
74,"Prov. Sulawesi Tenggara",7472,"Kota Baubau",2007,52.48
74,"Prov. Sulawesi Tenggara",7472,"Kota Baubau",2008,42.34
74,"Prov. Sulawesi Tenggara",7472,"Kota Baubau",2009,34.71
75,"Prov. Gorontalo",7501,"Kab. Boalemo",2005,14.14
75,"Prov. Gorontalo",7501,"Kab. Boalemo",2006,24.43
75,"Prov. Gorontalo",7501,"Kab. Boalemo",2007,20.81
75,"Prov. Gorontalo",7501,"Kab. Boalemo",2008,18.36
75,"Prov. Gorontalo",7501,"Kab. Boalemo",2009,14.48
75,"Prov. Gorontalo",7502,"Kab. Gorontalo",2005,25.18
75,"Prov. Gorontalo",7502,"Kab. Gorontalo",2006,24.09
75,"Prov. Gorontalo",7502,"Kab. Gorontalo",2007,30.1
75,"Prov. Gorontalo",7502,"Kab. Gorontalo",2008,37.62
75,"Prov. Gorontalo",7502,"Kab. Gorontalo",2009,16.12
75,"Prov. Gorontalo",7503,"Kab. Pohuwato",2005,23.64
75,"Prov. Gorontalo",7503,"Kab. Pohuwato",2006,17.44
75,"Prov. Gorontalo",7503,"Kab. Pohuwato",2007,19.74
75,"Prov. Gorontalo",7503,"Kab. Pohuwato",2008,23.13
75,"Prov. Gorontalo",7503,"Kab. Pohuwato",2009,16.88
75,"Prov. Gorontalo",7504,"Kab. Bone Bolango",2005,34.37
75,"Prov. Gorontalo",7504,"Kab. Bone Bolango",2006,58.95
75,"Prov. Gorontalo",7504,"Kab. Bone Bolango",2007,31.44
75,"Prov. Gorontalo",7504,"Kab. Bone Bolango",2008,45.75
75,"Prov. Gorontalo",7504,"Kab. Bone Bolango",2009,35.41
75,"Prov. Gorontalo",7505,"Kab. Gorontalo Utara",2005,0
75,"Prov. Gorontalo",7505,"Kab. Gorontalo Utara",2006,0
75,"Prov. Gorontalo",7505,"Kab. Gorontalo Utara",2007,19.23
75,"Prov. Gorontalo",7505,"Kab. Gorontalo Utara",2008,9.95
75,"Prov. Gorontalo",7505,"Kab. Gorontalo Utara",2009,4.07
75,"Prov. Gorontalo",7571,"Kota Gorontalo",2005,61
75,"Prov. Gorontalo",7571,"Kota Gorontalo",2006,77.13
75,"Prov. Gorontalo",7571,"Kota Gorontalo",2007,70.94
75,"Prov. Gorontalo",7571,"Kota Gorontalo",2008,75.11
75,"Prov. Gorontalo",7571,"Kota Gorontalo",2009,58.76
76,"Prov. Sulawesi Barat",7601,"Kab. Majene",2005,51.8
76,"Prov. Sulawesi Barat",7601,"Kab. Majene",2006,14
76,"Prov. Sulawesi Barat",7601,"Kab. Majene",2007,24.06
76,"Prov. Sulawesi Barat",7601,"Kab. Majene",2008,36.25
76,"Prov. Sulawesi Barat",7601,"Kab. Majene",2009,7.51
76,"Prov. Sulawesi Barat",7602,"Kab. Polewali Mandar",2005,62.14
76,"Prov. Sulawesi Barat",7602,"Kab. Polewali Mandar",2006,24.91
76,"Prov. Sulawesi Barat",7602,"Kab. Polewali Mandar",2007,26.11
76,"Prov. Sulawesi Barat",7602,"Kab. Polewali Mandar",2008,24.94
76,"Prov. Sulawesi Barat",7602,"Kab. Polewali Mandar",2009,5.5
76,"Prov. Sulawesi Barat",7603,"Kab. Mamasa",2005,55.08
76,"Prov. Sulawesi Barat",7603,"Kab. Mamasa",2006,27.33
76,"Prov. Sulawesi Barat",7603,"Kab. Mamasa",2007,23.25
76,"Prov. Sulawesi Barat",7603,"Kab. Mamasa",2008,22.34
76,"Prov. Sulawesi Barat",7603,"Kab. Mamasa",2009,30.11
76,"Prov. Sulawesi Barat",7604,"Kab. Mamuju",2005,58.09
76,"Prov. Sulawesi Barat",7604,"Kab. Mamuju",2006,15.88
76,"Prov. Sulawesi Barat",7604,"Kab. Mamuju",2007,12.39
76,"Prov. Sulawesi Barat",7604,"Kab. Mamuju",2008,21.18
76,"Prov. Sulawesi Barat",7604,"Kab. Mamuju",2009,4.65
76,"Prov. Sulawesi Barat",7605,"Kab. Mamuju Utara",2005,29.39
76,"Prov. Sulawesi Barat",7605,"Kab. Mamuju Utara",2006,25.35
76,"Prov. Sulawesi Barat",7605,"Kab. Mamuju Utara",2007,22.89
76,"Prov. Sulawesi Barat",7605,"Kab. Mamuju Utara",2008,17.78
76,"Prov. Sulawesi Barat",7605,"Kab. Mamuju Utara",2009,7.64
76,"Prov. Sulawesi Barat",7606,"",2005,43.07
76,"Prov. Sulawesi Barat",7606,"",2006,0
76,"Prov. Sulawesi Barat",7606,"",2007,0
76,"Prov. Sulawesi Barat",7606,"",2008,0
76,"Prov. Sulawesi Barat",7606,"",2009,0
76,"Prov. Sulawesi Barat",7607,"",2005,15.05
76,"Prov. Sulawesi Barat",7607,"",2006,0
76,"Prov. Sulawesi Barat",7607,"",2007,0
76,"Prov. Sulawesi Barat",7607,"",2008,0
76,"Prov. Sulawesi Barat",7607,"",2009,0
76,"Prov. Sulawesi Barat",7671,"",2005,82.39
76,"Prov. Sulawesi Barat",7671,"",2006,0
76,"Prov. Sulawesi Barat",7671,"",2007,0
76,"Prov. Sulawesi Barat",7671,"",2008,0
76,"Prov. Sulawesi Barat",7671,"",2009,0
81,"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2005,33.42
81,"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2006,47.83
81,"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2007,15.89
81,"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2008,25.9
81,"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2009,22.19
81,"Prov. Maluku",8102,"Kab. Maluku Tenggara",2005,19.36
81,"Prov. Maluku",8102,"Kab. Maluku Tenggara",2006,50.5
81,"Prov. Maluku",8102,"Kab. Maluku Tenggara",2007,55.54
81,"Prov. Maluku",8102,"Kab. Maluku Tenggara",2008,50.99
81,"Prov. Maluku",8102,"Kab. Maluku Tenggara",2009,29.21
81,"Prov. Maluku",8103,"Kab. Maluku Tengah",2005,31.01
81,"Prov. Maluku",8103,"Kab. Maluku Tengah",2006,52.71
81,"Prov. Maluku",8103,"Kab. Maluku Tengah",2007,34.58
81,"Prov. Maluku",8103,"Kab. Maluku Tengah",2008,52.09
81,"Prov. Maluku",8103,"Kab. Maluku Tengah",2009,38
81,"Prov. Maluku",8104,"Kab. Buru",2005,15.37
81,"Prov. Maluku",8104,"Kab. Buru",2006,24.88
81,"Prov. Maluku",8104,"Kab. Buru",2007,18
81,"Prov. Maluku",8104,"Kab. Buru",2008,12.31
81,"Prov. Maluku",8104,"Kab. Buru",2009,7.68
81,"Prov. Maluku",8105,"Kab. Kepulauan Aru",2005,36.84
81,"Prov. Maluku",8105,"Kab. Kepulauan Aru",2006,19.5
81,"Prov. Maluku",8105,"Kab. Kepulauan Aru",2007,13.26
81,"Prov. Maluku",8105,"Kab. Kepulauan Aru",2008,18.73
81,"Prov. Maluku",8105,"Kab. Kepulauan Aru",2009,13.97
81,"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2005,24.07
81,"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2006,29.64
81,"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2007,28.93
81,"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2008,27.46
81,"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2009,6.11
81,"Prov. Maluku",8107,"Kab. Seram Bagian Timur",2005,0
81,"Prov. Maluku",8107,"Kab. Seram Bagian Timur",2006,6.19
81,"Prov. Maluku",8107,"Kab. Seram Bagian Timur",2007,8.92
81,"Prov. Maluku",8107,"Kab. Seram Bagian Timur",2008,11.59
81,"Prov. Maluku",8107,"Kab. Seram Bagian Timur",2009,10.36
81,"Prov. Maluku",8171,"Kota Ambon",2005,71.4
81,"Prov. Maluku",8171,"Kota Ambon",2006,76.04
81,"Prov. Maluku",8171,"Kota Ambon",2007,83.64
81,"Prov. Maluku",8171,"Kota Ambon",2008,71.69
81,"Prov. Maluku",8171,"Kota Ambon",2009,28.87
81,"Prov. Maluku",8172,"Kota Tual",2005,25.6
81,"Prov. Maluku",8172,"Kota Tual",2006,0
81,"Prov. Maluku",8172,"Kota Tual",2007,0
81,"Prov. Maluku",8172,"Kota Tual",2008,0
81,"Prov. Maluku",8172,"Kota Tual",2009,15.54
82,"Prov. Maluku Utara",8201,"Kab. Halmahera Barat",2005,0
82,"Prov. Maluku Utara",8201,"Kab. Halmahera Barat",2006,26.23
82,"Prov. Maluku Utara",8201,"Kab. Halmahera Barat",2007,40.38
82,"Prov. Maluku Utara",8201,"Kab. Halmahera Barat",2008,29.38
82,"Prov. Maluku Utara",8201,"Kab. Halmahera Barat",2009,39.56
82,"Prov. Maluku Utara",8202,"Kab. Halmahera Tengah",2005,0
82,"Prov. Maluku Utara",8202,"Kab. Halmahera Tengah",2006,23.13
82,"Prov. Maluku Utara",8202,"Kab. Halmahera Tengah",2007,19.44
82,"Prov. Maluku Utara",8202,"Kab. Halmahera Tengah",2008,23.19
82,"Prov. Maluku Utara",8202,"Kab. Halmahera Tengah",2009,5.5
82,"Prov. Maluku Utara",8203,"Kab. Kepulauan Sula",2005,0
82,"Prov. Maluku Utara",8203,"Kab. Kepulauan Sula",2006,13.48
82,"Prov. Maluku Utara",8203,"Kab. Kepulauan Sula",2007,15.26
82,"Prov. Maluku Utara",8203,"Kab. Kepulauan Sula",2008,12.91
82,"Prov. Maluku Utara",8203,"Kab. Kepulauan Sula",2009,0
82,"Prov. Maluku Utara",8204,"Kab. Halmahera Selatan",2005,0
82,"Prov. Maluku Utara",8204,"Kab. Halmahera Selatan",2006,13.9
82,"Prov. Maluku Utara",8204,"Kab. Halmahera Selatan",2007,9.97
82,"Prov. Maluku Utara",8204,"Kab. Halmahera Selatan",2008,23.61
82,"Prov. Maluku Utara",8204,"Kab. Halmahera Selatan",2009,31.2
82,"Prov. Maluku Utara",8205,"Kab. Halmahera Utara",2005,0
82,"Prov. Maluku Utara",8205,"Kab. Halmahera Utara",2006,19.18
82,"Prov. Maluku Utara",8205,"Kab. Halmahera Utara",2007,30.98
82,"Prov. Maluku Utara",8205,"Kab. Halmahera Utara",2008,17.56
82,"Prov. Maluku Utara",8205,"Kab. Halmahera Utara",2009,44.65
82,"Prov. Maluku Utara",8206,"Kab. Halmahera Timur",2005,0
82,"Prov. Maluku Utara",8206,"Kab. Halmahera Timur",2006,23.46
82,"Prov. Maluku Utara",8206,"Kab. Halmahera Timur",2007,31.22
82,"Prov. Maluku Utara",8206,"Kab. Halmahera Timur",2008,31.42
82,"Prov. Maluku Utara",8206,"Kab. Halmahera Timur",2009,17.47
82,"Prov. Maluku Utara",8271,"Kota Ternate",2005,0
82,"Prov. Maluku Utara",8271,"Kota Ternate",2006,70.99
82,"Prov. Maluku Utara",8271,"Kota Ternate",2007,71.93
82,"Prov. Maluku Utara",8271,"Kota Ternate",2008,65.45
82,"Prov. Maluku Utara",8271,"Kota Ternate",2009,71.58
82,"Prov. Maluku Utara",8272,"Kota Tidore Kepulauan",2005,0
82,"Prov. Maluku Utara",8272,"Kota Tidore Kepulauan",2006,29.51
82,"Prov. Maluku Utara",8272,"Kota Tidore Kepulauan",2007,35.96
82,"Prov. Maluku Utara",8272,"Kota Tidore Kepulauan",2008,52.51
82,"Prov. Maluku Utara",8272,"Kota Tidore Kepulauan",2009,33.14
91,"Prov. Papua Barat",9101,"Kab. Fakfak",2005,0
91,"Prov. Papua Barat",9101,"Kab. Fakfak",2006,70.44
91,"Prov. Papua Barat",9101,"Kab. Fakfak",2007,79.94
91,"Prov. Papua Barat",9101,"Kab. Fakfak",2008,62.19
91,"Prov. Papua Barat",9101,"Kab. Fakfak",2009,50.29
91,"Prov. Papua Barat",9102,"Kab. Kaimana",2005,0
91,"Prov. Papua Barat",9102,"Kab. Kaimana",2006,36.05
